dialogue_id,turn,speaker,text,act,issue,value,decision,is_seed
74,13,Employer,"MESSAGE: Recent conversation:

Candidate: Thank you for the offer. Can you please clarify the position requirements for the Project Manager role?

Speaker: Candidate
Utterance: Absolutely. The position requires a Bachelor's degree in Computer Science or a related field, as well as a minimum of 3-5 years of experience in project management, with a focus on healthcare industry projects.

Candidate: That sounds good. Can you also provide more details on the project scope?

Speaker: Candidate
Utterance: Absolutely. Our project scope includes developing a software application for a client in the Healthcare Industry. The project will involve working with the client to understand their specific requirements, as well as developing the application within the specified timeline.

C",,,,,False
74,14,Candidate,"MESSAGE: Candidate

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Job Description
VALUE: Project Manager
DECISION: Offer

ISSUE: Project Scope
VALUE: Healthcare Industry
DECISION: Offer
Employer: MESSAGE: Thank you for the offer. Can you please provide me with more details on the project requirements?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Job Description
VALUE: Project Manager
DECISION: Offer

ISSUE: Project Scope
VALUE: Healthcare Industry
DECISION: Offer

ISSUE: Project Timeline
VALUE: 6 months
DECISION:",Offer / Accept / Reject / Query / Quit / Other,Project Timeline,6 months,,False
74,15,Employer,"MESSAGE: Recent conversation:

Candidate: Thank you for the offer. Can you please provide me with more details on the project scope?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Job Description
VALUE: Project Manager
DECISION: Offer

ISSUE: Project Scope
Candidate: Thank you for the offer. Can you please provide me with more details on the project requirements?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Job Description
VALUE: Project Manager
DECISION: Offer

ISSUE: Project Scope
VALUE: Healthcare Industry
DECISION: Offer

ISSUE: Project Timeline
VALUE: 6",Offer / Accept / Reject / Query / Quit / Other,Project Timeline,6,offer,False
74,16,Candidate,"MESSAGE: Candidate
ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Job Description
VALUE: Project Manager
DECISION: Offer

ISSUE: Project Scope
VALUE: Healthcare Industry
DECISION: Offer

ISSUE: Project Timeline
VALUE: 6 months
DECISION: Offer

Candidate: Thank you for the offer. Can you please provide me with more details on the project requirements?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Job Description
VALUE: Project Manager
DECISION: Offer

ISSUE: Project Scope
Candidate: Thank you for the offer. Can you please provide me with",Offer / Accept / Reject / Query / Quit / Other,Project Scope,Project Manager,offer,False
74,17,Employer,"MESSAGE: Your recent conversation with the candidate discussing the job negotiation is as follows:

Candidate: Thank you for the offer. Can you please provide me with more details on the project scope?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Job Description
VALUE: Project Manager
DECISION: Offer

ISSUE: Project Scope
Candidate: Thank you for the offer. Can you please provide me with more details on the project requirements?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Job Description
VALUE: Project Manager
DECISION: Offer

ISSUE: Project Scope
VALUE: Healthcare Industry
DECISION: Offer",Offer / Accept / Reject / Query / Quit / Other,Project Scope,Healthcare Industry,offer,False
74,18,Candidate,"MESSAGE: Thank you for the job negotiation. Can you please clarify the position requirements for the Project Manager role?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Job Description:
VALUE: Project Manager
DECISION: Offer

ISSUE: Project Scope:
Candidate: Thank you for the offer. Can you please provide me with more details on the project scope?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Job Description:
VALUE: Project Manager
DECISION: Offer

ISSUE: Project Scope:
VALUE: Healthcare Industry
DECISION: Offer

ISSUE: Project Timeline:
Candidate: Thank you",Offer / Accept / Reject / Query / Quit / Other,Project Timeline:,Healthcare Industry,offer,False
74,19,Employer,"MESSAGE: Recent conversation:

Candidate: Thank you for the offer. Can you please clarify the position requirements for the Project Manager role?

Speaker: Candidate
Utterance: Absolutely. The position requires a Bachelor's degree in Computer Science or a related field, as well as a minimum of 3-5 years of experience in project management, with a focus on healthcare industry projects.

Candidate: That sounds good. Can you also provide more details on the project scope?

Speaker: Candidate
Utterance: Absolutely. Our project scope includes developing a software application for a client in the Healthcare Industry. The project will involve working with the client to understand their specific requirements, as well as developing the application within the specified timeline.

C",,,,,False
74,20,Candidate,"MESSAGE: Thank you for the job negotiation. Can you please clarify the position requirements for the Project Manager role?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Job Description:
VALUE: Project Manager
DECISION: Offer

ISSUE: Project Scope:
Candidate: Thank you for the offer. Can you please provide me with more details on the project scope?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Job Description:
VALUE: Project Manager
DECISION: Offer

ISSUE: Project Scope:
VALUE: Healthcare Industry
DECISION: Offer

ISSUE: Project Timeline:
Candidate: Thank you",Offer / Accept / Reject / Query / Quit / Other,Project Timeline:,Healthcare Industry,offer,False
69,0,Candidate,I want a position of project manager,Offer,Job Description,Project Manager,seed,True
69,1,Employer,"Speaker: Candidate
Utterance: I want a position of project manager with a salary of $100,000 per year
Dialogue act: Offer
Issue: Job Description
Value: Project Manager

Candidate: Can you please add a sign-on bonus of $15,000?

Speaker: Candidate
Utterance: Yes, and I will also consider a sign-on bonus of $15,000.
Dialogue act: Offer
Issue: Job Description
Value: Project Manager

Candidate: Great, thank you for considering my offer.

Speaker: Candidate
Utterance: I understand that you have a few more requirements. Can you please clarify the project timeline?",,,,,False
69,2,Candidate,"MESSAGE: Thank you for considering my offer. I understand that you have a few more requirements, but can you please clarify the project timeline?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Job Description / Project Timeline / NONE
VALUE: Proposed project timeline / Revised project timeline / NONE
DECISION: Accept / Reject / Quit / Timeline clarification

Reply ONLY in this format:

MESSAGE: Thank you for clarifying the project timeline. Can you please provide me with a breakdown of the budget for this project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Budget breakdown / Budget breakdown clarification / NONE
VALUE:",Offer / Accept / Reject / Query / Quit / Other,Budget breakdown / Budget breakdown clarification / NONE,,accept / reject / quit / timeline clarification,False
69,3,Employer,"MESSAGE: Thank you for providing me with the breakdown of the budget for this project. Can you please provide me with the estimated timeline for the project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Estimated timeline / Timeline clarification / NONE
VALUE:


Candidate: Thank you for providing me with the estimated timeline for the project. I understand that you have not provided me with a detailed timeline yet. Can you please provide me with a timeline that includes the timeline for each phase of the project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Timeline for each phase of the project / Timeline clarification / NONE
VALUE:


Candidate: Thank",Offer / Accept / Reject / Query / Quit / Other,Timeline for each phase of the project / Timeline clarification / NONE,,,False
69,4,Candidate,"MESSAGE: Thank you for clarifying the project timeline. Can you please provide me with a breakdown of the budget for this project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Budget breakdown / Budget breakdown clarification / NONE
VALUE: Employer:
MESSAGE: Thank you for providing me with the breakdown of the budget for this project. Can you please provide me with the estimated timeline for the project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Estimated timeline / Timeline clarification / NONE
VALUE: Candidate:
MESSAGE: Thank you for providing me with the estimated timeline for the project. I understand that you have not provided me with",Offer / Accept / Reject / Query / Quit / Other,Estimated timeline / Timeline clarification / NONE,Candidate:,,False
69,5,Employer,"MESSAGE: Thank you for providing me with the breakdown of the budget for this project. Can you please provide me with the estimated timeline for the project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Estimated timeline / Timeline clarification / NONE
VALUE: Employer:
MESSAGE: Thank you for providing me with the estimated timeline for the project. Can you please provide me with the timeline for each phase of the project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Timeline for each phase of the project / Timeline clarification / NONE
VALUE: Candidate:
MESSAGE: Thank you for clarifying the project timeline. Can you please provide me with a",Offer / Accept / Reject / Query / Quit / Other,Timeline for each phase of the project / Timeline clarification / NONE,Candidate:,,False
69,6,Candidate,"MESSAGE: Thank you for clarifying the project timeline. Can you please provide me with a breakdown of the budget for this project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Budget breakdown / Budget breakdown clarification / NONE
VALUE: Employer:
MESSAGE: Thank you for providing me with the breakdown of the budget for this project. Can you please provide me with the estimated timeline for the project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Estimated timeline / Timeline clarification / NONE
VALUE: Candidate:
MESSAGE: Thank you for providing me with the estimated timeline for the project. I understand that you have not provided me with",Offer / Accept / Reject / Query / Quit / Other,Estimated timeline / Timeline clarification / NONE,Candidate:,,False
69,7,Employer,"Candidate: Speaker: Candidate
Utterance: I want a position of project manager with a salary of $100,000 per year.

Candidate: Can you please add a sign-on bonus of $15,000?

Speaker: Candidate
Utterance: Yes, and I will also consider a sign-on bonus of $15,000.

Candidate: Great, thank you for considering my offer.

Speaker: Candidate
Utterance: I understand that you have a few more requirements. Can you please clarify the project timeline?
Candidate: MESSAGE: Thank you for considering my offer. I understand that you have a few more requirements, but can you please clarify the project",,,,,False
69,8,Candidate,"MESSAGE: Thank you for considering my offer. I understand that you have a few more requirements, but can you please clarify the project timeline?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Project Timeline / Project Timeline clarification / NONE
VALUE: Proposed project timeline / Revised project timeline / NONE
DECISION: Accept / Reject / Quit / Timeline clarification

Reply ONLY in this format:

MESSAGE: Thank you for clarifying the project timeline. Can you please provide me with a breakdown of the budget for this project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Budget breakdown / Budget breakdown clarification / NONE",Offer / Accept / Reject / Query / Quit / Other,Budget breakdown / Budget breakdown clarification / NONE,Proposed project timeline / Revised project timeline / NONE,accept / reject / quit / timeline clarification,False
69,9,Employer,"MESSAGE: Thank you for providing me with the breakdown of the budget for this project. Can you please provide me with the estimated timeline for the project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Estimated timeline / Timeline clarification / NONE

VALUE: Employer:
MESSAGE: Thank you for providing me with the breakdown of the budget for this project. Can you please provide me with the estimated timeline for the project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Estimated timeline / Timeline clarification / NONE

VALUE: Candidate:
MESSAGE: Thank you for providing me with the estimated timeline for the project. I understand that you",Offer / Accept / Reject / Query / Quit / Other,Estimated timeline / Timeline clarification / NONE,Candidate:,,False
69,10,Candidate,"MESSAGE: Thank you for clarifying the project timeline. Can you please provide me with a breakdown of the budget for this project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Budget breakdown / Budget breakdown clarification / NONE
Employer: MESSAGE: Thank you for providing me with the breakdown of the budget for this project. Can you please provide me with the estimated timeline for the project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Estimated timeline / Timeline clarification / NONE

VALUE: Employer:
MESSAGE: Thank you for providing me with the breakdown of the budget for this project. Can you please provide me with the estimated tim",Offer / Accept / Reject / Query / Quit / Other,Estimated timeline / Timeline clarification / NONE,Employer:,,False
69,11,Employer,"MESSAGE: Thank you for providing me with the breakdown of the budget for this project. Can you please provide me with a breakdown of the estimated timeline for the project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Estimated timeline / Timeline clarification / NONE
Employer: MESSAGE: Thank you for clarifying the project timeline. Can you please provide me with a breakdown of the budget for this project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Budget breakdown / Budget breakdown clarification / NONE

VALUE: Employer:
MESSAGE: Thank you for providing me with the breakdown of the budget for this project. Can you please provide me",Offer / Accept / Reject / Query / Quit / Other,Budget breakdown / Budget breakdown clarification / NONE,Employer:,,False
69,12,Candidate,"MESSAGE: Thank you for clarifying the project timeline. Can you please provide me with a breakdown of the budget for this project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Budget breakdown / Budget breakdown clarification / NONE

VALUE: Employer:
MESSAGE: Thank you for providing me with the breakdown of the budget for this project. Can you please provide me with the estimated timeline for the project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Estimated timeline / Timeline clarification / NONE

VALUE: Candidate:
MESSAGE: Thank you for clarifying the project timeline. Can you please provide me with a breakdown of the",Offer / Accept / Reject / Query / Quit / Other,Estimated timeline / Timeline clarification / NONE,Candidate:,,False
69,13,Employer,"MESSAGE: Thank you for considering my offer. Can you please clarify the project timeline?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Project Timeline / Project Timeline clarification / NONE
Employer: MESSAGE: Thank you for clarifying the project timeline. Can you please provide me with a breakdown of the budget for this project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Budget breakdown / Budget breakdown clarification / NONE

VALUE: Employer:
MESSAGE: Thank you for providing me with the breakdown of the budget for this project. Can you please provide me with the estimated timeline for the project?

ACT: Offer / Accept / Re",Offer / Accept / Re,Budget breakdown / Budget breakdown clarification / NONE,Employer:,,False
69,14,Candidate,"MESSAGE: Thank you for considering my offer. Can you please clarify the project timeline?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Project Timeline / Project Timeline clarification / NONE
Employer: MESSAGE: Thank you for clarifying the project timeline. Can you please provide me with a breakdown of the budget for this project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Budget breakdown / Budget breakdown clarification / NONE

VALUE: Employer:
MESSAGE: Thank you for providing me with the breakdown of the budget for this project. Can you please provide me with the estimated timeline for the project?

ACT: Offer / Accept / Re",Offer / Accept / Re,Budget breakdown / Budget breakdown clarification / NONE,Employer:,,False
69,15,Employer,"MESSAGE: Thank you for providing me with the breakdown of the budget for this project. Can you please provide me with the estimated timeline for the project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Estimated timeline / Timeline clarification / NONE

VALUE: Employer:
MESSAGE: Thank you for clarifying the project timeline. Can you please provide me with a breakdown of the budget for this project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Budget breakdown / Budget breakdown clarification / NONE

VALUE: Candidate:
MESSAGE: Thank you for providing me with the breakdown of the budget for this project. Can you please provide me",Offer / Accept / Reject / Query / Quit / Other,Budget breakdown / Budget breakdown clarification / NONE,Candidate:,,False
69,16,Candidate,"MESSAGE: Thank you for clarifying the project timeline. Can you please provide me with a breakdown of the budget for this project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Budget breakdown / Budget breakdown clarification / NONE

VALUE: Employer:
MESSAGE: Thank you for considering my offer. Can you please clarify the project timeline?

ACT: Offer / Accept / Re
Candidate: MESSAGE: Thank you for considering my offer. Can you please clarify the project timeline?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Project Timeline / Project Timeline clarification / NONE
Employer: MESSAGE: Thank you for clarifying",Offer / Accept / Reject / Query / Quit / Other,Project Timeline / Project Timeline clarification / NONE,Employer:,,False
69,17,Employer,"MESSAGE: Thank you for providing me with the breakdown of the budget for this project. Can you please provide me with a breakdown of the estimated timeline for the project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Estimated timeline / Timeline clarification / NONE
Employer: MESSAGE: Thank you for clarifying the project timeline. Can you please provide me with a breakdown of the budget for this project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Budget breakdown / Budget breakdown clarification / NONE

VALUE: Employer:
MESSAGE: Thank you for considering my offer. Can you please clarify the project timeline?

ACT: Of",Of,Budget breakdown / Budget breakdown clarification / NONE,Employer:,,False
69,18,Candidate,"MESSAGE: Thank you for clarifying the project timeline. Can you please provide me with a breakdown of the budget for this project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Budget breakdown / Budget breakdown clarification / NONE

VALUE: Candidate:
MESSAGE: Thank you for providing me with the breakdown of the budget for this project. Can you please provide me with the estimated timeline for the project?

ACT: Offer / Accept / Re
Candidate: MESSAGE: Thank you for considering my offer. Can you please clarify the project timeline?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Project Timeline / Project Timeline clarification / NONE",Offer / Accept / Reject / Query / Quit / Other,Project Timeline / Project Timeline clarification / NONE,Candidate:,,False
69,19,Employer,"MESSAGE: Thank you for considering my offer. Can you please clarify the project timeline?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Project Timeline / Project Timeline clarification / NONE
Employer: MESSAGE: Thank you for clarifying the project timeline. Can you please provide me with a breakdown of the estimated timeline for the project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Estimated timeline / Timeline clarification / NONE

VALUE: Employer:
MESSAGE: Thank you for providing me with the breakdown of the budget for this project. Can you please provide me with a breakdown of the estimated timeline for the project?

ACT: Of",Of,Estimated timeline / Timeline clarification / NONE,Employer:,,False
69,20,Candidate,"MESSAGE: Thank you for considering my offer. Can you please clarify the project timeline?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Project Timeline / Project Timeline clarification / NONE

Employer: MESSAGE: Thank you for clarifying the project timeline. Can you please provide me with a breakdown of the estimated timeline for the project?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE: Estimated timeline / Timeline clarification / NONE

VALUE: Employer:
MESSAGE: Thank you for considering my offer. Can you please clarify the project timeline?

ACT: Offer / Accept / Reject / Query / Quit / Other
ISSUE",Offer / Accept / Reject / Query / Quit / Other,Estimated timeline / Timeline clarification / NONE,Employer:,,False
